Title,Authors,Date,Abstract,Url,AwesomeListCategory,Categories,PaperIndex,Affiliation
Beyond Natural Language: LLMs Leveraging Alternative Formats for Enhanced Reasoning and Communication,"Weize Chen, Chenfei Yuan, Jiarui Yuan, Yusheng Su, Chen Qian, Cheng Yang, Ruobing Xie, Zhiyuan Liu, Maosong Sun",2024.2.28,"Natural language (NL) has long been the predominant format for human cognition and communication, and by extension, has been similarly pivotal in the development and application of Large Language Models (LLMs). Yet, besides NL, LLMs have seen various non-NL formats during pre-training, such as code and logical expression. NL's status as the optimal format for LLMs, particularly in single-LLM reasoning and multi-agent communication, has not been thoroughly examined. In this work, we challenge the default use of NL by exploring the utility of non-NL formats in these contexts. We show that allowing LLMs to autonomously select the most suitable format before reasoning or communicating leads to a 3.3 to 5.7\% improvement in reasoning efficiency for different LLMs, and up to a 72.7\% reduction in token usage in multi-agent communication, all while maintaining communicative effectiveness. Our comprehensive analysis further reveals that LLMs can devise a format from limited task instructions and that the devised format is effectively transferable across different LLMs. Intriguingly, the structured communication format decided by LLMs exhibits notable parallels with established agent communication languages, suggesting a natural evolution towards efficient, structured communication in agent communication.",https://arxiv.org/abs/2402.18439,Evolution,Computation and Language (cs.CL),beyond_natural_language_llms_20240228,"Tsinghua University, Tencent, Beijing University of Posts and Telecommunications"
Building Cooperative Embodied Agents Modularly with Large Language Models,"Hongxin Zhang, Weihua Du, Jiaming Shan, Qinhong Zhou, Yilun Du, Joshua B. Tenenbaum, Tianmin Shu, Chuang Gan",2023.7.5,"In this work, we address challenging multi-agent cooperation problems with de-
centralized control, raw sensory observations, costly communication, and multi-
objective tasks instantiated in various embodied environments. While previous re-
search either presupposes a cost-free communication channel or relies on a central-
ized controller with shared observations, we harness the commonsense knowledge,
reasoning ability, language comprehension, and text generation prowess of LLMs
and seamlessly incorporate them into a cognitive-inspired modular framework that
integrates with perception, memory, and execution. Thus building a Cooperative
Embodied Language Agent CoELA, who can plan, communicate, and cooperate
with others to accomplish long-horizon tasks efficiently. Our experiments on C-
WAH and TDW-MAT demonstrate that CoELA driven by GPT-4 can surpass strong
planning-based methods and exhibit emergent effective communication. Though
current Open LMs like LLAMA-2 still underperform, we fine-tune a CoLLAMA
with data collected with our agents and show how they can achieve promising
performance. We also conducted a user study for human-agent interaction and
discovered that CoELA communicating in natural language can earn more trust and
cooperate more effectively with humans. Our research underscores the potential of
LLMs for future research in multi-agent cooperation. Videos can be found on the
project website https://vis-www.cs.umass.edu/Co-LLM-Agents/.",https://arxiv.org/abs/2307.02485,Communication,Artificial Intelligence (cs.AI),building_cooperative_embodied_agents_20230705,"University of Massachusetts Amherst, Tsinghua University, Shanghai Jiao Tong University, MIT, MIT-IBM Watson AI Lab"
"CAMEL: Communicative Agents for ""Mind"" Exploration of Large Language Model Society","Guohao Li, Hasan Abed Al Kader Hammoud, Hani Itani, Dmitrii Khizbullin, Bernard Ghanem",2023.3.31,"The rapid advancement of chat-based language models has led to remarkable
progress in complex task-solving. However, their success heavily relies on human
input to guide the conversation, which can be challenging and time-consuming.
This paper explores the potential of building scalable techniques to facilitate au-
tonomous cooperation among communicative agents, and provides insight into
their “cognitive” processes. To address the challenges of achieving autonomous
cooperation, we propose a novel communicative agent framework named role-
playing . Our approach involves using inception prompting to guide chat agents
toward task completion while maintaining consistency with human intentions. We 
showcase how role-playing can be used to generate conversational data for studying
the behaviors and capabilities of a society of agents, providing a valuable resource
for investigating conversational language models. In particular, we conduct com-
prehensive studies on instruction-following cooperation in multi-agent settings.
Our contributions include introducing a novel communicative agent framework,
offering a scalable approach for studying the cooperative behaviors and capabili-
ties of multi-agent systems, and open-sourcing our library to support research on
communicative agents and beyond: https://github.com/camel-ai/camel.",https://arxiv.org/abs/2303.17760,Communication,Artificial Intelligence (cs.AI),camel_communicative_agents_for_20230331,King Abdullah University of Science and Technology
Can Large Language Model Agents Simulate Human Trust Behaviors?,"Chengxing Xie, Canyu Chen, Feiran Jia, Ziyu Ye, Kai Shu, Adel Bibi, Ziniu Hu, Philip Torr, Bernard Ghanem, Guohao Li",2024.2.7,"Large Language Model (LLM) agents have been
increasingly adopted as simulation tools to model
humans in applications such as social science.
However, one fundamental question remains: can
LLM agents really simulate human behaviors? In
this paper, we focus on one of the most critical
behaviors in human interactions, trust, and aim to
investigate whether or not LLM agents can sim-
ulate human trust behaviors. We first find that
LLM agents generally exhibit trust behaviors, re-
ferred to as agent trust, under the framework of
Trust Games, which are widely recognized in be-
havioral economics. Then, we discover that LLM
agents can have high behavioral alignment with
humans regarding trust behaviors, particularly for
GPT-4, indicating the feasibility to simulate hu-
man trust behaviors with LLM agents. In addition,
we probe into the biases in agent trust and the
differences in agent trust towards agents and hu-
mans. We also explore the intrinsic properties of
agent trust under conditions including advanced
reasoning strategies and external manipulations.
We further offer important implications of our
discoveries for various scenarios where trust is
paramount. Our study provides new insights into
the behaviors of LLM agents and the fundamental
analogy between LLMs and humans.",https://arxiv.org/abs/2402.04559,Simulation,Artificial Intelligence (cs.AI),can_large_language_model_20240207,"KAUST, Illinois Institute of Technology, Pennsylvania State University, The University of Chicago, University of Oxford, California Institute of Technology"
Chain of Agents: Large Language Models Collaborating on Long-Context Tasks,"Yusen Zhang, Ruoxi Sun, Yanfei Chen, Tomas Pfister, Rui Zhang, Sercan Ö. Arik",2024.6.4,"Addressing the challenge of effectively processing long contexts has become a critical issue for Large Language Models (LLMs). Two common strategies have emerged: 1) reducing the input length, such as retrieving relevant chunks by Retrieval-Augmented Generation (RAG), and 2) expanding the context window limit of LLMs. However, both strategies have drawbacks: input reduction has no guarantee of covering the part with needed information, while window extension struggles with focusing on the pertinent information for solving the task. To mitigate these limitations, we propose Chain-of-Agents (CoA), a novel framework that harnesses multi-agent collaboration through natural language to enable information aggregation and context reasoning across various LLMs over long-context tasks. CoA consists of multiple worker agents who sequentially communicate to handle different segmented portions of the text, followed by a manager agent who synthesizes these contributions into a coherent final output. CoA processes the entire input by interleaving reading and reasoning, and it mitigates long context focus issues by assigning each agent a short context. We perform comprehensive evaluation of CoA on a wide range of long-context tasks in question answering, summarization, and code completion, demonstrating significant improvements by up to 10% over strong baselines of RAG, Full-Context, and multi-agent LLMs.",https://arxiv.org/abs/2406.02818,Organization,Computation and Language (cs.CL),chain_of_agents_large_20240604,"Penn State University, Google Cloud AI Research"
ChatCoder: Chat-based Refine Requirement Improves LLMs' Code Generation,"Zejun Wang, Jia Li, Ge Li, Zhi Jin",2023.11.1,"Large language models have shown good performances in generat-
ing code to meet human requirements. However, human require-
ments expressed in natural languages can be vague, incomplete,
and ambiguous, leading large language models to misunderstand
human requirements and make mistakes. Worse, it is difficult for a
human user to refine the requirement. To help human users refine
their requirements and improve large language models’ code gen-
eration performances, we propose ChatCoder: a method to refine
the requirements via chatting with large language models. We de-
sign a chat scheme in which the large language models will guide
the human users to refine their expression of requirements to be
more precise, unambiguous, and complete than before. Experiments
show that ChatCoder has improved existing large language models’
performance by a large margin. Besides, ChatCoder has the advan-
tage over refine-based methods and LLMs fine-tuned via human
response.",https://arxiv.org/abs/2311.00272,Organization,Software Engineering (cs.SE),chatcoder_chat-based_refine_requirement_20231101,Peking University
ChatDev: Communicative Agents for Software Development,"Chen Qian, Wei Liu, Hongzhang Liu, Nuo Chen, Yufan Dang, Jiahao Li, Cheng Yang, Weize Chen, Yusheng Su, Xin Cong, Juyuan Xu, Dahai Li, Zhiyuan Liu, Maosong Sun",2023.7.16,"Software development is a complex task that
necessitates cooperation among multiple mem-
bers with diverse skills. Numerous studies used
deep learning to improve specific phases in a
waterfall model, such as design, coding, and
testing.
However, the deep learning model
in each phase requires unique designs, lead-
ing to technical inconsistencies across various
phases, which results in a fragmented and in-
effective development process. In this paper,
we introduce ChatDev, a chat-powered soft-
ware development framework in which special-
ized agents driven by large language models
(LLMs) are guided in what to communicate
(via chat chain) and how to communicate (via
communicative dehallucination). These agents
actively contribute to the design, coding, and
testing phases through unified language-based
communication, with solutions derived from
their multi-turn dialogues. We found their uti-
lization of natural language is advantageous
for system design, and communicating in pro-
gramming language proves helpful in debug-
ging. This paradigm demonstrates how linguis-
tic communication facilitates multi-agent col-
laboration, establishing language as a unify-
ing bridge for autonomous task-solving among
LLM agents. The code and data are available
at https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2307.07924,Communication,Software Engineering (cs.SE),chatdev_communicative_agents_for_20230716,"Tsinghua University, The University of Sydney, BUPT, Modelbest Inc."
ChatDev: Communicative Agents for Software Development,"Chen Qian, Wei Liu, Hongzhang Liu, Nuo Chen, Yufan Dang, Jiahao Li, Cheng Yang, Weize Chen, Yusheng Su, Xin Cong, Juyuan Xu, Dahai Li, Zhiyuan Liu, Maosong Sun",2023.7.16,"Software development is a complex task that
necessitates cooperation among multiple mem-
bers with diverse skills. Numerous studies used
deep learning to improve specific phases in a
waterfall model, such as design, coding, and
testing.
However, the deep learning model
in each phase requires unique designs, lead-
ing to technical inconsistencies across various
phases, which results in a fragmented and in-
effective development process. In this paper,
we introduce ChatDev, a chat-powered soft-
ware development framework in which special-
ized agents driven by large language models
(LLMs) are guided in what to communicate
(via chat chain) and how to communicate (via
communicative dehallucination). These agents
actively contribute to the design, coding, and
testing phases through unified language-based
communication, with solutions derived from
their multi-turn dialogues. We found their uti-
lization of natural language is advantageous
for system design, and communicating in pro-
gramming language proves helpful in debug-
ging. This paradigm demonstrates how linguis-
tic communication facilitates multi-agent col-
laboration, establishing language as a unify-
ing bridge for autonomous task-solving among
LLM agents. The code and data are available
at https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2307.07924,Organization,Software Engineering (cs.SE),chatdev_communicative_agents_for_20230716,"Tsinghua University, The University of Sydney, BUPT, Modelbest Inc."
ChatDev: Communicative Agents for Software Development,"Chen Qian, Wei Liu, Hongzhang Liu, Nuo Chen, Yufan Dang, Jiahao Li, Cheng Yang, Weize Chen, Yusheng Su, Xin Cong, Juyuan Xu, Dahai Li, Zhiyuan Liu, Maosong Sun",2023.7.16,"Software development is a complex task that
necessitates cooperation among multiple mem-
bers with diverse skills. Numerous studies used
deep learning to improve specific phases in a
waterfall model, such as design, coding, and
testing.
However, the deep learning model
in each phase requires unique designs, lead-
ing to technical inconsistencies across various
phases, which results in a fragmented and in-
effective development process. In this paper,
we introduce ChatDev, a chat-powered soft-
ware development framework in which special-
ized agents driven by large language models
(LLMs) are guided in what to communicate
(via chat chain) and how to communicate (via
communicative dehallucination). These agents
actively contribute to the design, coding, and
testing phases through unified language-based
communication, with solutions derived from
their multi-turn dialogues. We found their uti-
lization of natural language is advantageous
for system design, and communicating in pro-
gramming language proves helpful in debug-
ging. This paradigm demonstrates how linguis-
tic communication facilitates multi-agent col-
laboration, establishing language as a unify-
ing bridge for autonomous task-solving among
LLM agents. The code and data are available
at https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2307.07924,Simulation,Software Engineering (cs.SE),chatdev_communicative_agents_for_20230716,"Tsinghua University, The University of Sydney, BUPT, Modelbest Inc."
ChatEval: Towards Better LLM-based Evaluators through Multi-Agent Debate,"Chi-Min Chan, Weize Chen, Yusheng Su, Jianxuan Yu, Wei Xue, Shanghang Zhang, Jie Fu, Zhiyuan Liu",2023.8.14,"Text evaluation has historically posed significant challenges, often demanding
substantial labor and time cost. With the emergence of large language models
(LLMs), researchers have explored LLMs’ potential as alternatives for human
evaluation. While these single-agent-based approaches show promise, experi-
mental results suggest that further advancements are needed to bridge the gap
between their current effectiveness and human-level evaluation quality. Recog-
nizing that best practices of human evaluation processes often involve multiple
human annotators collaborating in the evaluation, we resort to a multi-agent debate
framework, moving beyond single-agent prompting strategies. The multi-agent-
based approach enables a group of LLMs to synergize with an array of intelli-
gent counterparts, harnessing their distinct capabilities and expertise to enhance
efficiency and effectiveness in handling intricate tasks. In this paper, we con-
struct a multi-agent referee team called ChatEval to autonomously discuss and
evaluate the quality of generated responses from different models on open-ended
questions and traditional natural language generation (NLG) tasks. We derive
insights and lessons from practical scenarios where humans instigate group dis-
cussions for brainstorming and propose different communication strategies within
ChatEval......",https://arxiv.org/abs/2308.07201,Organization,Computation and Language (cs.CL),chateval_towards_better_llm-based_20230814,"Tsinghua University, Hong Kong University of Science and Technology, Peking University"
"CoMM: Collaborative Multi-Agent, Multi-Reasoning-Path Prompting for Complex Problem Solving","Pei Chen, Boran Han, Shuai Zhang",2024.4.26,"Large Language Models (LLMs) have shown
great ability in solving traditional natural lan-
guage tasks and elementary reasoning tasks
with appropriate prompting techniques. How-
ever, their ability is still limited in solving com-
plicated science problems. In this work, we
aim to push the upper bound of the reason-
ing capability of LLMs by proposing a col-
laborative multi-agent, multi-reasoning-path
(CoMM) prompting framework. Specifically,
we prompt LLMs to play different roles in a
problem-solving team, and encourage differ-
ent role-play agents to collaboratively solve
the target task. In particular, we discover that
applying different reasoning paths for differ-
ent roles is an effective strategy to implement
few-shot prompting approaches in the multi-
agent scenarios. Empirical results demonstrate
the effectiveness of the proposed methods on
two college-level science problems over com-
petitive baselines. Our further analysis shows
the necessity of prompting LLMs to play dif-
ferent roles or experts independently. We re-
lease the code at: https://github.com/
amazon-science/comm-prompt.",https://arxiv.org/abs/2404.17729,Organization,Computation and Language (cs.CL),"comm_collaborative_multi-agent,_multi-reasoning-path_20240426","Texas A&M University, Amazon Web Services"
CompeteAI: Understanding the Competition Dynamics in Large Language Model-based Agents,"Qinlin Zhao, Jindong Wang, Yixuan Zhang, Yiqiao Jin, Kaijie Zhu, Hao Chen, Xing Xie",2023.10.26,"Large language models (LLMs) have been widely
used as agents to complete different tasks, such
as personal assistance or event planning. While
most of the work has focused on cooperation
and collaboration between agents, little work
explores competition, another important mech-
anism that promotes the development of soci-
ety and economy. In this paper, we seek to ex-
amine the competition dynamics in LLM-based
agents. We first propose a general framework for
studying the competition between agents. Then,
we implement a practical competitive environ-
ment using GPT-4 to simulate a virtual town with
two types of agents, including restaurant agents
and customer agents. Specifically, the restaurant
agents compete with each other to attract more
customers, where competition encourages them
to transform, such as cultivating new operating
strategies. Simulation experiments reveal several
interesting findings at the micro and macro lev-
els, which align well with existing market and
sociological theories. We hope that the frame-
work and environment can be a promising testbed
to study the competition that fosters understand-
ing of society. Code is available at: https:
//github.com/microsoft/competeai.",https://arxiv.org/abs/2310.17512,Simulation,Artificial Intelligence (cs.AI),competeai_understanding_the_competition_20231026,"University of Science and Technology of China, Microsoft Research, William & Mary, Georgia Institute of Technology, Carnegie Mellon University"
"Describe, Explain, Plan and Select: Interactive Planning with Large Language Models Enables Open-World Multi-Task Agents","Zihao Wang, Shaofei Cai, Guanzhou Chen, Anji Liu, Xiaojian Ma, Yitao Liang",2023.2.3,"We investigate the challenge of task planning for multi-task embodied agents in open-world environments. Two main difficulties are identified: 1) executing plans in an open-world environment (e.g., Minecraft) necessitates accurate and multi-step reasoning due to the long-term nature of tasks, and 2) as vanilla planners do not consider how easy the current agent can achieve a given sub-task when ordering parallel sub-goals within a complicated plan, the resulting plan could be inefficient or even infeasible. To this end, we propose ""Describe, Explain, Plan and Select"" (DEPS), an interactive planning approach based on Large Language Models (LLMs). DEPS facilitates better error correction on initial LLM-generated plan by integrating description of the plan execution process and providing self-explanation of feedback when encountering failures during the extended planning phases. Furthermore, it includes a goal selector, which is a trainable module that ranks parallel candidate sub-goals based on the estimated steps of completion, consequently refining the initial plan. Our experiments mark the milestone of the first zero-shot multi-task agent that can robustly accomplish 70+ Minecraft tasks and nearly double the overall performances. Further testing reveals our method's general effectiveness in popularly adopted non-open-ended domains as well (i.e., ALFWorld and tabletop manipulation). The ablation and exploratory studies detail how our design beats the counterparts and provide a promising update on the 𝙾𝚋𝚝𝚊𝚒𝚗𝙳𝚒𝚊𝚖𝚘𝚗𝚍 grand challenge with our approach.",https://arxiv.org/abs/2302.01560,Organization,Artificial Intelligence (cs.AI),"describe,_explain,_plan_and_20230203","Peking University, University of California Los Angeles, Beijing Institute for General Artificial Intelligence"
Dynamic LLM-Agent Network: An LLM-agent Collaboration Framework with Agent Team Optimization,"Zijun Liu, Yanzhe Zhang, Peng Li, Yang Liu, Diyi Yang",2023.10.3,"Large language model (LLM) agents have been shown effective on a wide range
of tasks, and by ensembling multiple LLM agents, their performances could be
further improved. Existing approaches employ a fixed set of agents to interact
with each other in a static architecture, which limits their generalizability to vari-
ous tasks and requires strong human prior in designing these agents. In this work,
we propose to construct a strategic team of agents communicating in a dynamic
interaction architecture based on the task query. Specifically, we build a frame-
work named Dynamic LLM-Agent Network (DyLAN) for LLM-agent collabora-
tion on complicated tasks like reasoning and code generation. DyLAN enables
agents to interact for multiple rounds in a dynamic architecture with inference-
time agent selection and an early-stopping mechanism to improve performance
and efficiency. We further design an automatic agent team optimization algorithm
based on an unsupervised metric termed Agent Importance Score, enabling the
selection of best agents based on the contribution each agent makes. Empirically,
we demonstrate that DyLAN performs well in both reasoning and code generation
tasks with reasonable computational cost. DyLAN achieves 1",https://arxiv.org/abs/2310.02170,Organization,Computation and Language (cs.CL),dynamic_llm-agent_network_an_20231003,"Tsinghua University, Georgia Tech, Stanford University"
Dynamic LLM-Agent Network: An LLM-agent Collaboration Framework with Agent Team Optimization,"Zijun Liu, Yanzhe Zhang, Peng Li, Yang Liu, Diyi Yang",2023.10.3,"Large language model (LLM) agents have been shown effective on a wide range
of tasks, and by ensembling multiple LLM agents, their performances could be
further improved. Existing approaches employ a fixed set of agents to interact
with each other in a static architecture, which limits their generalizability to vari-
ous tasks and requires strong human prior in designing these agents. In this work,
we propose to construct a strategic team of agents communicating in a dynamic
interaction architecture based on the task query. Specifically, we build a frame-
work named Dynamic LLM-Agent Network (DyLAN) for LLM-agent collabora-
tion on complicated tasks like reasoning and code generation. DyLAN enables
agents to interact for multiple rounds in a dynamic architecture with inference-
time agent selection and an early-stopping mechanism to improve performance
and efficiency. We further design an automatic agent team optimization algorithm
based on an unsupervised metric termed Agent Importance Score, enabling the
selection of best agents based on the contribution each agent makes. Empirically,
we demonstrate that DyLAN performs well in both reasoning and code generation
tasks with reasonable computational cost. DyLAN achieves 1",https://arxiv.org/abs/2310.02170,Evolution,Computation and Language (cs.CL),dynamic_llm-agent_network_an_20231003,"Tsinghua University, Georgia Tech, Stanford University"
EconAgent: Large Language Model-Empowered Agents for Simulating Macroeconomic Activities,"Nian Li, Chen Gao, Mingyu Li, Yong Li, Qingmin Liao",2023.10.16,"The advent of artificial intelligence has led to a
growing emphasis on data-driven modeling in
macroeconomics, with agent-based modeling
(ABM) emerging as a prominent bottom-up
simulation paradigm. In ABM, agents (e.g.,
households, firms) interact within a macroe-
conomic environment, collectively generating
market dynamics. Existing agent modeling typ-
ically employs predetermined rules or learning-
based neural networks for decision-making.
However, customizing each agent presents sig-
nificant challenges, complicating the modeling
of agent heterogeneity. Additionally, the in-
fluence of multi-period market dynamics and
multifaceted macroeconomic factors are often
overlooked in decision-making processes. In
this work, we introduce EconAgent, a large
language model-empowered agent with human-
like characteristics for macroeconomic simu-
lation. We first construct a simulation envi-
ronment that incorporates various market dy-
namics driven by agents’ decisions regarding
work and consumption. Through the perception
module, we create heterogeneous agents with
distinct decision-making mechanisms.
Fur-
thermore, we model the impact of macroeco-
nomic trends using a memory module, which
allows agents to reflect on past individual ex-
periences and market dynamics. Simulation
experiments show that EconAgent can make
realistic decisions, leading to more reasonable
macroeconomic phenomena compared to exist-
ing rule-based or learning-based agents. Our
codes are released at https://github.com/
tsinghua-fib-lab/ACL24-EconAgent.",https://arxiv.org/abs/2310.10436,Organization,Artificial Intelligence (cs.AI),econagent_large_language_model-empowered_20231016,Tsinghua University
EconAgent: Large Language Model-Empowered Agents for Simulating Macroeconomic Activities,"Nian Li, Chen Gao, Mingyu Li, Yong Li, Qingmin Liao",2023.10.16,"The advent of artificial intelligence has led to a
growing emphasis on data-driven modeling in
macroeconomics, with agent-based modeling
(ABM) emerging as a prominent bottom-up
simulation paradigm. In ABM, agents (e.g.,
households, firms) interact within a macroe-
conomic environment, collectively generating
market dynamics. Existing agent modeling typ-
ically employs predetermined rules or learning-
based neural networks for decision-making.
However, customizing each agent presents sig-
nificant challenges, complicating the modeling
of agent heterogeneity. Additionally, the in-
fluence of multi-period market dynamics and
multifaceted macroeconomic factors are often
overlooked in decision-making processes. In
this work, we introduce EconAgent, a large
language model-empowered agent with human-
like characteristics for macroeconomic simu-
lation. We first construct a simulation envi-
ronment that incorporates various market dy-
namics driven by agents’ decisions regarding
work and consumption. Through the perception
module, we create heterogeneous agents with
distinct decision-making mechanisms.
Fur-
thermore, we model the impact of macroeco-
nomic trends using a memory module, which
allows agents to reflect on past individual ex-
periences and market dynamics. Simulation
experiments show that EconAgent can make
realistic decisions, leading to more reasonable
macroeconomic phenomena compared to exist-
ing rule-based or learning-based agents. Our
codes are released at https://github.com/
tsinghua-fib-lab/ACL24-EconAgent.",https://arxiv.org/abs/2310.10436,Simulation,Artificial Intelligence (cs.AI),econagent_large_language_model-empowered_20231016,Tsinghua University
Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate,"Tian Liang, Zhiwei He, Wenxiang Jiao, Xing Wang, Yan Wang, Rui Wang, Yujiu Yang, Zhaopeng Tu, Shuming Shi",2023.5.30,"Modern large language models (LLMs) like
ChatGPT have shown remarkable performance
on general language tasks but still struggle on
complex reasoning tasks, which drives the re-
search on cognitive behaviors of LLMs to ex-
plore human-like problem-solving strategies.
Along this direction, one representative strat-
egy is self-reflection, which asks an LLM to
refine the solution with the feedback gener-
ated by itself iteratively. However, our study
shows that such reflection-style methods suf-
fer from the Degeneration-of-Thought (DoT)
problem: once the LLM has established confi-
dence in its solutions, it is unable to generate
novel thoughts later through reflection even if
its initial stance is incorrect. To address the
DoT problem, we propose a Multi-Agent De-
bate (MAD) framework, in which multiple
agents express their arguments in the state of
“tit for tat” and a judge manages the debate
process to obtain a final solution. Clearly, our
MAD framework encourages divergent think-
ing in LLMs which would be helpful for tasks
that require deep levels of contemplation. Ex-
periment results on two challenging datasets,
commonsense machine translation and counter-
intuitive arithmetic reasoning, demonstrate the
effectiveness of our MAD framework. Exten-
sive analyses suggest that the adaptive break of
debate and the modest level of “tit for tat” state
are required for MAD to obtain good perfor-
mance. Moreover, we find that LLMs might not
be a fair judge if different LLMs are used for
agents. Code is available at https://github.
com/Skytliang/Multi-Agents-Debate.",https://arxiv.org/abs/2305.19118,Communication,Computation and Language (cs.CL),encouraging_divergent_thinking_in_20230530,"Tsinghua University, Shanghai Jiao Tong University, Tencent AI Lab"
Epidemic Modeling with Generative Agents,"Ross Williams, Niyousha Hosseinichimeh, Aritra Majumdar, Navid Ghaffarzadegan",2023.7.11,"This study offers a new paradigm of individual-level modeling to address the grand challenge of 
incorporating human behavior in epidemic models. Using generative artificial intelligence in an 
agent-based epidemic model, each agent is empowered to make its own reasonings and decisions 
via connecting to a large language model such as ChatGPT. Through various simulation 
experiments, we present compelling evidence that generative agents mimic real-world behaviors 
such as quarantining when sick and self-isolation when cases rise. Collectively, the agents 
demonstrate patterns akin to multiple waves observed in recent pandemics followed by an 
endemic period. Moreover, the agents successfully flatten the epidemic curve. This study creates 
potential to improve dynamic system modeling by offering a way to represent human brain, 
reasoning, and decision making.",https://arxiv.org/abs/2307.04986,Simulation,Artificial Intelligence (cs.AI),epidemic_modeling_with_generative_20230711,Virginia Tech
Examining Inter-Consistency of Large Language Models Collaboration: An In-depth Analysis via Debate,"Kai Xiong, Xiao Ding, Yixin Cao, Ting Liu, Bing Qin",2023.5.19,"Large Language Models (LLMs) have shown
impressive capabilities in various applications,
but they still face various inconsistency issues.
Existing works primarily focus on the incon-
sistency issues within a single LLM, while we
complementarily explore the inter-consistency
among multiple LLMs for collaboration. To
examine whether LLMs can collaborate effec-
tively to achieve a consensus for a shared goal,
we focus on commonsense reasoning, and in-
troduce a formal debate framework (FORD)
to conduct a three-stage debate among LLMs
with real-world scenarios alignment: fair de-
bate, mismatched debate, and roundtable de-
bate. Through extensive experiments on var-
ious datasets, LLMs can effectively collabo-
rate to reach a consensus despite noticeable
inter-inconsistencies, but imbalances in their
abilities can lead to domination by superior
LLMs. Leveraging a more advanced LLM like
GPT-4 as an authoritative judge can boost col-
laboration performance. Our work contributes
to understanding the inter-consistency among
LLMs and lays the foundation for develop-
ing future collaboration methods. Codes and
data are available at https://github.com/Waste-
Wood/FORD.",https://arxiv.org/abs/2305.11595,Communication,Computation and Language (cs.CL),examining_inter-consistency_of_large_20230519,"Harbin Institute of Technology, Singapore Management University"
Experiential Co-Learning of Software-Developing Agents,"Chen Qian, Yufan Dang, Jiahao Li, Wei Liu, Zihao Xie, Yifei Wang, Weize Chen, Cheng Yang, Xin Cong, Xiaoyin Che, Zhiyuan Liu, Maosong Sun",2023.12.28,"Recent advancements in large language mod-
els (LLMs) have brought significant changes
to various domains, especially through LLM-
driven autonomous agents. A representative
scenario is in software development, where
LLM agents demonstrate efficient collabora-
tion, task division, and assurance of software
quality, markedly reducing the need for man-
ual involvement. However, these agents fre-
quently perform a variety of tasks indepen-
dently, without benefiting from past experi-
ences, which leads to repeated mistakes and
inefficient attempts in multi-step task execu-
tion. To this end, we introduce Experiential Co-
Learning, a novel LLM-agent learning frame-
work in which instructor and assistant agents
gather shortcut-oriented experiences from their
historical trajectories and use these past expe-
riences for future task execution. The exten-
sive experiments demonstrate that the frame-
work enables agents to tackle unseen software-
developing tasks more effectively. We antici-
pate that our insights will guide LLM agents
towards enhanced autonomy and contribute
to their evolutionary growth in cooperative
learning. The code and data are available at
https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2312.17025,Evolution,Computation and Language (cs.CL),experiential_co-learning_of_software-developing_20231228,"Tsinghua University, Dalian University of Technology, Beijing University of Posts and Telecommunications, Siemens"
Experiential Co-Learning of Software-Developing Agents,"Chen Qian, Yufan Dang, Jiahao Li, Wei Liu, Zihao Xie, Yifei Wang, Weize Chen, Cheng Yang, Xin Cong, Xiaoyin Che, Zhiyuan Liu, Maosong Sun",2023.12.28,"Recent advancements in large language mod-
els (LLMs) have brought significant changes
to various domains, especially through LLM-
driven autonomous agents. A representative
scenario is in software development, where
LLM agents demonstrate efficient collabora-
tion, task division, and assurance of software
quality, markedly reducing the need for man-
ual involvement. However, these agents fre-
quently perform a variety of tasks indepen-
dently, without benefiting from past experi-
ences, which leads to repeated mistakes and
inefficient attempts in multi-step task execu-
tion. To this end, we introduce Experiential Co-
Learning, a novel LLM-agent learning frame-
work in which instructor and assistant agents
gather shortcut-oriented experiences from their
historical trajectories and use these past expe-
riences for future task execution. The exten-
sive experiments demonstrate that the frame-
work enables agents to tackle unseen software-
developing tasks more effectively. We antici-
pate that our insights will guide LLM agents
towards enhanced autonomy and contribute
to their evolutionary growth in cooperative
learning. The code and data are available at
https://github.com/OpenBMB/ChatDev.",https://arxiv.org/abs/2312.17025,Organization,Computation and Language (cs.CL),experiential_co-learning_of_software-developing_20231228,"Tsinghua University, Dalian University of Technology, Beijing University of Posts and Telecommunications, Siemens"
